15618	12513	15785	12686	
15056	13192	15202	13345	
15120	11359	15247	11494	
16281	16246	16415	16407	
14595	16573	14734	16754	
14688	21539	15156	21872	
14685	20941	14945	21243	
14845	22989	15157	23353	
14875	22621	15198	22943	
14592	23736	14941	24130	
14594	22294	14872	22646	
14911	26319	15323	26668	
15363	26593	15721	26990	
14962	26667	15337	27037	
14986	27032	15364	27360	
16012	26682	16404	27018	
14615	26750	14965	27060	
15520	26979	15869	27352	
16233	27039	16415	27211	
14714	27411	15088	27787	
15983	28819	16265	29169	
14791	28795	15217	29116	
15073	28140	15456	28520	
15936	29174	16330	29513	
15730	27373	16131	27744	
15478	28153	15887	28551	
15069	27715	15487	28111	
15744	27738	16126	28150	
15874	28415	16252	28824	
15938	29522	16347	29948	
15509	28555	15834	28938	
16166	27710	16411	28084	
14636	28214	15019	28558	
15160	28579	15458	28810	
16250	28413	16415	28814	
14784	27820	15068	28053	
14827	31623	15250	32022	
15479	32089	15689	32292	
14989	31236	15381	31542	
14880	32037	15104	32227	
15647	32832	15990	33057	
15564	34064	15848	34311	
15076	35322	15449	35560	
15277	32853	15611	33167	
16079	34174	16367	34415	
16077	33697	16383	34059	
15037	37515	15431	38013	
16049	36463	16251	36692	
15260	36524	15652	36886	
14935	40642	15371	41040	
15541	39613	15760	39803	
15863	38309	16158	38524	
15180	40217	15510	40542	
15488	42779	15999	43362	
14987	41664	15412	42132	
15666	42390	15828	42539	
15353	41260	15597	41487	
16242	45753	16403	45927	
15893	43848	16049	43993	
15003	47017	15432	47473	
16310	47376	16412	47568	
15427	47182	15651	47388	
17817	8762	18083	8957	
16416	12310	16690	12688	
17000	13346	17395	13680	
18065	13547	18240	13680	
17841	15389	18186	15721	
17572	13710	18070	14171	
17178	14123	17573	14561	
17689	15984	18079	16409	
18076	15980	18238	16364	
18020	14155	18231	14592	
17559	15526	17831	15752	
17735	14717	18182	15302	
17579	14384	17844	14631	
18062	13761	18239	14087	
17817	14213	17984	14349	
17854	16416	18240	16711	
17865	16709	18240	17046	
17615	17261	17997	17619	
17310	18577	17854	19079	
17034	24374	17172	24515	
16788	26820	17150	27231	
16470	26888	16789	27293	
17169	27119	17526	27351	
16467	27360	16883	27682	
16935	28749	17315	29140	
16578	28800	16922	29147	
17744	29039	18060	29348	
16629	29143	16948	29516	
17254	27994	17672	28358	
16873	28064	17261	28479	
16508	27678	16871	28028	
17339	28389	17619	28714	
17346	28758	17641	29074	
16416	29175	16625	29542	
16866	27694	17156	28049	
17638	28734	17918	29013	
17695	27620	17986	27903	
18062	27931	18238	28250	
17316	27594	17661	27989	
16580	28489	16893	28773	
16418	28438	16564	28798	
16644	32558	16991	32825	
16418	34616	16600	34938	
16422	33734	16669	34211	
16469	33147	16695	33408	
17879	36233	18169	36508	
17406	37921	17756	38224	
17979	35847	18183	36086	
16586	38011	17050	38295	
17510	36596	17719	36798	
16564	39160	16934	39704	
17637	42298	17954	42617	
16421	41166	16609	41427	
17978	45358	18227	45836	
16515	45584	16668	45738	
17771	47944	18037	48202	
17677	48978	18111	49239	
16534	47126	16706	47280	
18243	8733	18441	8959	
19526	12900	19918	13291	
18774	13478	19178	13680	
18611	13072	19095	13465	
19221	13403	19650	13680	
19709	13290	20064	13662	
18240	13440	18689	13671	
18394	15430	18820	15876	
19473	14249	19859	14671	
19297	15644	19779	16109	
19642	15159	20056	15561	
18719	14907	19127	15373	
18613	14432	19047	14865	
18891	13912	19354	14373	
19548	14682	19978	15132	
19362	13821	19778	14250	
18399	13682	18842	13944	
18240	14162	18495	14574	
18953	16155	19380	16406	
19115	14731	19556	15197	
18347	14980	18726	15388	
19770	13729	20057	14194	
18240	15965	18432	16319	
19896	16027	20061	16361	
19871	14214	20064	14582	
18907	15758	19043	15921	
19013	15945	19161	16097	
19154	13750	19302	13881	
19392	16154	19542	16303	
19802	15622	20058	15923	
18579	13947	18739	14110	
19625	16955	20056	17374	
18770	17107	19171	17476	
19078	16592	19505	17052	
18265	16830	18698	17201	
18811	17470	19152	17775	
19510	16529	19958	16902	
19447	17367	19858	17727	
18588	16418	19052	16680	
18245	17559	18471	17833	
18402	17232	18739	17516	
18268	17836	18570	18102	
19727	26264	19903	26446	
19279	25850	19435	26008	
19693	25330	19873	25499	
18244	24873	18358	25055	
18482	27993	18838	28357	
18682	29759	18873	29923	
18332	29010	18601	29257	
18315	29907	18568	30093	
19429	30583	19632	30808	
19733	32072	20017	32353	
19888	31809	20055	31995	
19631	31850	19786	32009	
18524	30749	18724	30929	
19186	30550	19358	30740	
19004	35570	19308	35744	
19791	40568	20049	40855	
19267	40371	19524	40568	
19254	38937	19457	39150	
19515	38758	19672	38902	
18360	42037	18709	42420	
19731	42118	19988	42408	
19329	42447	19708	42749	
19168	43559	19511	43770	
19369	41396	19795	41748	
19167	41741	19363	42025	
19575	43438	19838	43694	
19019	41451	19241	41648	
19469	44652	19760	44935	
18554	45612	18805	45938	
18760	46251	19108	46508	
18663	46001	18823	46167	
18689	46546	19021	46881	
18594	47370	18921	47619	
19129	48888	19302	49045	
18535	49023	18874	49243	
19699	48303	19929	48513	
18948	48506	19110	48656	
18276	49635	18580	50044	
19564	49455	19729	49601	
19122	49390	19285	49557	
18442	51231	18774	51598	
19540	49624	19684	49771	
19311	50415	19599	50784	
19733	50029	19870	50172	
19296	49648	19510	49896	
19952	51001	20060	51179	
18300	49248	18655	49444	
19252	49897	19419	50071	
18449	50395	19029	50937	
19925	51616	20059	51793	
21183	4475	21593	4896	
20989	3998	21454	4418	
21288	3142	21720	3508	
21416	3608	21819	4011	
21752	4641	21883	4814	
21359	6999	21805	7442	
21218	6553	21637	6952	
21452	7461	21868	7885	
21508	5693	21888	6102	
21566	7913	21883	8208	
21534	8641	21715	8818	
20672	8632	20843	8803	
21119	8615	21497	8915	
20483	8634	20659	8787	
21619	8307	21882	8628	
20893	12530	21302	12994	
20406	12692	20853	13120	
20517	13121	20964	13579	
21431	12979	21861	13388	
20970	13017	21396	13461	
20086	13195	20517	13616	
21566	13448	21887	13679	
21742	12295	21885	12457	
21577	12392	21731	12560	
20172	15513	20610	15924	
20088	15065	20532	15521	
21353	14748	21814	15245	
20731	15839	21126	16200	
21066	15356	21487	15796	
21262	14366	21656	14702	
21188	13948	21587	14321	
20064	14586	20465	15050	
21508	15276	21860	15613	
20223	13689	20587	14052	
20354	14129	20718	14486	
20821	14025	21134	14418	
20064	16009	20267	16382	
20882	14520	21226	14859	
21568	15645	21888	16065	
20655	15436	20995	15778	
21200	16004	21360	16153	
21326	16183	21486	16326	
21498	16263	21677	16412	
21606	13851	21888	14218	
21480	16046	21628	16198	
20183	14199	20318	14337	
20496	16791	20903	17218	
20075	16841	20437	17258	
21391	16540	21860	17008	
20768	17259	21157	17646	
21007	16653	21378	17042	
20412	16416	20852	16779	
20070	16444	20379	16828	
20859	16416	21260	16647	
21663	17117	21881	17526	
21475	18659	21819	19015	
20644	17810	20908	18000	
20077	22881	20300	23194	
21147	29098	21325	29278	
20407	29183	20664	29413	
20199	29413	20463	29630	
21005	29660	21181	29850	
20694	30295	20880	30474	
21486	32253	21646	32434	
21263	34913	21592	35221	
21750	40277	21887	40476	
20570	40235	20776	40465	
20213	39568	20431	39876	
21061	42199	21333	42421	
21668	43264	21873	43418	
21451	47863	21699	48128	
21346	48469	21763	49037	
21261	47565	21514	47870	
21716	46846	21888	47121	
21069	50159	21353	50446	
21194	50571	21558	51061	
20067	51341	20171	51603	
22590	4488	22996	4871	
21890	5224	22284	5471	
22156	4505	22531	4863	
22260	4904	22629	5247	
21888	4509	22095	4874	
23047	4447	23378	4754	
21888	4938	22195	5221	
23387	4249	23712	4640	
23374	5100	23712	5471	
21892	3205	22151	3529	
23233	4020	23499	4232	
22231	6501	22705	6935	
22439	7427	22918	7897	
22811	6984	23209	7396	
22086	6096	22524	6505	
22447	5656	22881	6088	
22580	7923	22991	8208	
22008	5690	22364	6046	
22718	6597	23047	6959	
23172	6425	23540	6779	
23352	5917	23712	6291	
23409	7084	23710	7486	
21888	7984	21989	8196	
23271	7712	23537	7976	
22689	6238	22953	6506	
23224	5501	23636	5904	
23501	6786	23703	7049	
22678	8292	23107	8694	
21888	8241	22160	8618	
23232	9487	23522	9868	
23345	8372	23692	8715	
23495	10228	23701	10643	
23393	8898	23552	9075	
22237	12302	22649	12728	
22629	12715	23073	13147	
23328	13455	23712	13678	
23137	12562	23598	13036	
22383	13232	22766	13636	
23219	13032	23684	13458	
21924	12913	22233	13251	
23290	12045	23708	12469	
21896	12382	22203	12838	
22700	12252	23096	12689	
21899	13296	22050	13454	
22023	13475	22202	13645	
23609	12531	23710	12750	
22363	15005	22745	15459	
22762	14918	23169	15393	
22495	15520	22904	15938	
22142	14175	22607	14549	
23226	14825	23692	15249	
22092	13775	22526	14176	
22677	14123	23040	14498	
22014	15555	22458	16007	
22294	14587	22687	14963	
21912	15099	22371	15541	
22911	15394	23363	15823	
21888	14260	22134	14662	
23379	15258	23712	15655	
22858	13680	23214	13973	
23433	13966	23709	14346	
23470	14342	23702	14726	
21888	14705	22278	15087	
23053	14361	23458	14794	
23407	15704	23707	16119	
23114	13993	23265	14144	
23264	13964	23414	14097	
22365	16163	22523	16312	
22560	13889	22707	14027	
22082	16030	22252	16234	
23019	15898	23382	16322	
23545	16286	23712	16414	
23393	13681	23708	13866	
22278	17017	22692	17445	
21928	16509	22341	16914	
22900	16817	23462	17340	
22967	17769	23125	17931	
23151	17751	23304	17901	
21889	17118	22122	17525	
23579	16416	23712	16580	
23202	19169	23640	19505	
23484	23618	23666	23773	
22871	26110	23255	26517	
22997	25118	23379	25480	
22273	26487	22610	26917	
23341	24653	23662	24926	
23331	26805	23712	27208	
23428	25477	23712	25863	
23437	25947	23712	26355	
22650	26382	22835	26558	
23116	27997	23484	28353	
22158	28156	22546	28507	
23248	28930	23653	29321	
22926	27611	23237	28009	
23077	29596	23314	29853	
21890	29010	22024	29189	
23297	29868	23477	30033	
22075	28760	22327	29026	
22459	28547	22755	28832	
22519	27810	22860	28192	
22655	28948	22935	29231	
21895	27478	22062	27664	
22289	27531	22527	27722	
23229	30660	23515	30982	
23093	31167	23369	31452	
21893	30570	22082	30820	
23133	39173	23539	39583	
22486	39816	22747	40135	
22560	40423	22895	40700	
23462	43102	23699	43518	
23003	41359	23418	41788	
22839	42134	23351	42649	
21895	41524	22092	41847	
23210	41866	23474	42156	
21921	41943	22187	42321	
22399	41195	22644	41554	
22595	42818	23060	43301	
22138	43555	22480	43776	
22968	46267	23331	46508	
23190	45281	23648	45701	
21988	45314	22249	45597	
22240	44987	22537	45272	
23096	43904	23501	44408	
22669	44664	22893	44869	
23546	44445	23709	44733	
23256	45951	23493	46174	
22662	46772	23078	47171	
23429	47137	23706	47561	
22910	48800	23292	49161	
23273	48075	23491	48303	
23501	47585	23704	47854	
21892	49279	22090	49545	
23469	51577	23705	51928	
22277	49325	22573	49618	
22410	49866	22781	50223	
22638	50327	22840	50563	
23911	4647	24359	4982	
25103	4858	25409	5158	
24360	4642	24933	5111	
24192	5233	24535	5467	
25308	5154	25536	5464	
23717	4097	23940	4441	
24935	5277	25278	5472	
23822	6053	24201	6433	
24519	5805	24889	6163	
24884	5961	25267	6272	
25146	7100	25488	7413	
24013	7245	24381	7617	
25088	5489	25504	5838	
24895	7617	25308	8019	
25095	6262	25361	6519	
24599	6894	25032	7284	
24182	6749	24545	7131	
24018	5633	24382	5988	
24323	7903	24772	8203	
23828	7701	24264	8075	
24517	7354	24819	7675	
23716	6591	24039	6998	
24314	6275	24790	6673	
23713	7047	23870	7428	
25232	6851	25523	7089	
25358	6127	25536	6449	
24802	6455	24942	6606	
24936	5677	25084	5817	
23712	5475	23894	5732	
23713	7917	23830	8173	
24610	6676	24762	6830	
24579	7692	24722	7833	
23712	10217	24122	10568	
23892	8948	24343	9327	
24394	10679	24776	10939	
24940	10004	25334	10358	
24625	9374	25044	9700	
24158	8383	24566	8768	
23750	9323	24186	9725	
25247	8250	25531	8687	
24834	8951	25205	9353	
23712	8216	23987	8629	
25200	10610	25536	10944	
25197	8923	25348	9074	
24780	8208	24937	8364	
24862	10570	25014	10723	
24373	8217	24537	8371	
24536	10063	24683	10207	
24432	9378	24566	9521	
24233	10607	24363	10745	
25095	8677	25319	8890	
24855	8433	25000	8602	
25263	9773	25426	9961	
24365	8928	24794	9379	
24188	9564	24335	9732	
24623	9906	24770	10049	
24597	8418	24750	8564	
25406	9365	25533	9554	
24537	12722	24925	13127	
24052	12861	24438	13285	
24880	12275	25287	12665	
24969	12737	25394	13094	
24596	13172	25016	13590	
24057	12464	24396	12793	
24109	13298	24570	13679	
23910	12042	24325	12431	
25191	11508	25531	11868	
25105	13094	25522	13505	
24121	11312	24625	11760	
24696	11408	25146	11802	
23952	10946	24445	11277	
23717	12506	23964	12924	
23712	11334	24107	11799	
24420	11988	24764	12352	
25186	13513	25536	13680	
25351	11077	25522	11229	
25148	11988	25328	12148	
24569	12424	24797	12660	
24956	11102	25108	11244	
24539	14921	24955	15284	
24769	14091	25244	14488	
24729	15896	25192	16333	
24226	13753	24644	14191	
23840	15984	24205	16397	
24210	15460	24623	15829	
24099	14978	24460	15303	
24443	14602	24896	14926	
25078	15363	25477	15733	
23866	15553	24204	15960	
25311	15757	25532	16092	
25134	13680	25536	14014	
23713	14771	24002	15136	
24953	14517	25336	14896	
23832	15184	24102	15523	
25293	14043	25529	14467	
23716	14310	23897	14711	
23833	13750	24208	14174	
24336	16176	24492	16343	
24372	16630	24786	16948	
23753	16648	24230	17118	
24051	17403	24560	17913	
23712	18804	23978	19149	
25128	17171	25296	17332	
24938	16638	25208	16928	
24540	19979	24908	20356	
23731	19801	24160	20097	
25181	19165	25344	19338	
25121	23143	25310	23320	
23730	25469	24168	25900	
23727	26436	24157	26887	
23715	25059	24066	25462	
23712	24629	23994	25006	
24130	25106	24410	25401	
24496	27579	24837	27939	
23715	28008	23952	28280	
23712	27363	24024	27580	
23887	27572	24321	27961	
23712	28580	23962	29003	
23926	28312	24161	28508	
24273	27363	24622	27541	
23920	31910	24214	32202	
23913	31678	24178	31896	
23990	32589	24150	32738	
24239	41156	24462	41433	
23714	45807	23894	46325	
23721	47185	23849	47364	
23867	49257	24266	49587	
26138	7012	26506	7330	
26961	7996	27325	8204	
26185	6346	26542	6655	
25763	6200	26117	6560	
26417	7612	26724	7884	
26722	7431	27048	7772	
25662	7257	26047	7614	
25536	5642	25884	5995	
26089	6736	26380	7015	
25578	6984	25828	7246	
26023	8032	26164	8168	
25538	6184	25664	6375	
25589	8929	25950	9273	
26449	9896	26785	10285	
25848	8542	26225	8921	
26732	10498	27096	10818	
26063	9891	26439	10280	
26795	8418	27121	8724	
25553	10530	25948	10917	
26079	9087	26451	9427	
25720	10040	26062	10438	
25536	9371	25787	9817	
26950	8754	27237	9025	
26207	10281	26596	10648	
25536	8572	25845	8935	
26045	10748	26420	10944	
26893	10057	27312	10403	
26543	8401	26711	8560	
27188	10661	27360	10944	
27065	9137	27347	9528	
25961	8321	26120	8478	
25613	13010	25946	13362	
26198	11074	26618	11439	
26036	11540	26448	11894	
25657	13444	25995	13676	
26694	12880	27104	13234	
26129	12706	26580	13087	
25547	11293	25933	11740	
26508	13347	26963	13680	
26771	11249	27150	11649	
26955	12401	27278	12672	
25704	10959	26132	11263	
27144	11330	27352	11698	
26868	10944	27244	11149	
27010	13290	27273	13553	
25622	15173	26004	15545	
25704	15619	26087	16035	
26766	15301	27100	15637	
26199	14409	26578	14827	
25740	13888	26163	14302	
26721	16040	27091	16381	
26275	13829	26677	14285	
26822	14050	27302	14397	
25855	14302	26172	14604	
25538	14054	25704	14484	
26686	14573	27115	14923	
26232	15302	26379	15454	
26451	15665	26586	15832	
27106	14428	27341	14666	
26930	14935	27163	15160	
26081	17957	26449	18333	
25711	18230	26040	18564	
25561	20076	26084	20624	
26504	19942	26661	20105	
25538	19427	25643	19627	
26198	19692	26370	19831	
25857	19508	26029	19650	
25695	19841	25867	20040	
26890	22354	27065	22519	
25540	22616	25714	23042	
26301	22932	26571	23201	
26628	26546	27102	26910	
26366	26909	26790	27331	
26387	29174	26951	29675	
26665	28201	27029	28624	
26562	27612	27063	28095	
26987	28626	27360	29140	
26891	29775	27305	30094	
26337	28136	26521	28290	
26119	28811	26266	28950	
26517	28857	26703	29034	
26368	34751	26783	35082	
26888	34812	27191	35177	
26759	35574	27118	35943	
26925	48193	27102	48377	
28661	7812	29087	8129	
28629	6578	28832	6737	
27368	10229	27646	10517	
27862	10710	28185	10938	
27747	10379	28089	10705	
27531	9873	27793	10157	
27366	9547	27688	9868	
27360	10714	27482	10940	
27372	8760	27703	9185	
27677	10813	27870	10940	
27363	9306	27491	9535	
28988	10283	29178	10545	
27749	11079	28078	11392	
27846	11402	28191	11707	
28848	12009	29127	12256	
27973	12611	28322	12976	
27411	13422	27845	13678	
28512	12064	28834	12366	
27690	12947	28020	13342	
28052	12196	28409	12546	
28639	12366	28965	12668	
27372	12157	27684	12564	
27445	12621	27859	12955	
28355	12709	28853	13234	
29078	13510	29184	13675	
28072	10991	28319	11265	
28967	13019	29127	13167	
27360	11320	27516	11691	
28040	13016	28246	13240	
27654	13786	28075	14170	
28142	14640	28611	14999	
27360	13945	27640	14308	
27583	15359	27921	15675	
27495	14959	27871	15332	
27360	15522	27572	15855	
28653	13775	28812	13933	
27555	14631	27762	14797	
28967	14110	29093	14252	
28108	15084	28474	15407	
27438	14308	27716	14535	
28442	13985	28924	14456	
27363	14536	27465	14744	
29022	13743	29163	13890	
27363	15100	27486	15349	
28700	16498	28843	16685	
27942	23567	28097	23712	
27552	24352	27744	24512	
27434	23832	27618	24026	
28007	25516	28342	25895	
27514	24713	27691	24876	
27526	24968	27681	25126	
27489	27094	27888	27357	
27424	25548	27600	25695	
28065	26352	28374	26630	
28203	25252	28359	25410	
28449	26865	28602	27017	
29087	26562	29182	26801	
27370	25842	27553	25982	
27887	28447	28261	28796	
28496	28952	28865	29270	
28842	28305	29168	28628	
27360	28892	27605	29232	
27623	28833	27924	29168	
27360	27835	27647	28204	
27393	29470	27722	29812	
28465	29724	28808	30028	
27360	28497	27575	28822	
28807	29262	29176	29634	
28806	28048	28978	28266	
27360	29866	27699	30096	
28530	27449	28674	27594	
27656	28198	27898	28451	
27867	29183	28148	29426	
27671	27872	27892	28089	
28643	31586	28878	31840	
27894	30493	28314	30940	
27893	31246	28214	31519	
28688	30571	29078	30961	
28911	31821	29178	32235	
28518	30098	28712	30271	
28377	30632	28647	30867	
28472	30336	28788	30593	
28333	32628	28521	32796	
27974	30965	28227	31198	
28714	30955	29057	31282	
28448	34732	28838	35099	
28639	32844	29002	33085	
28172	33878	28514	34280	
28294	32903	28564	33183	
27531	35383	27714	35549	
27880	34255	28284	34624	
28309	35164	28495	35328	
28096	35809	28451	36211	
28024	35569	28226	35686	
28449	38308	28752	38517	
28424	43794	28852	44140	
28875	47664	29040	47826	
27467	48948	27849	49237	
29587	8307	29995	8658	
29184	10650	29442	10940	
29188	12243	29427	12468	
29185	12816	29343	13135	
29630	11538	30018	11944	
29267	13421	29431	13561	
29235	13258	29401	13403	
29270	14156	29428	14308	
29199	14357	29342	14494	
29197	16097	29370	16237	
30344	15124	30506	15269	
29847	14704	29995	14855	
30524	15137	30684	15330	
29403	15614	29619	15822	
29200	15361	29433	15627	
29704	15429	29886	15614	
30242	18323	30553	18598	
30374	18589	30765	18870	
29654	16634	29877	16861	
29962	16551	30313	16953	
30408	17459	30837	17782	
30051	17615	30303	17866	
30024	17129	30209	17336	
30568	16640	30738	16799	
30843	18247	30997	18401	
30500	16889	30645	17038	
30605	17951	30742	18083	
30307	19617	30709	19939	
30040	22849	30198	22999	
29787	22994	29968	23153	
30619	22303	30790	22467	
30547	22539	30701	22680	
30618	22130	30822	22302	
29341	29504	29804	29865	
29207	29890	29526	30092	
29273	29267	29500	29501	
29372	27484	29746	27804	
29410	30521	29741	30817	
29620	31473	30046	31797	
29392	30185	29772	30523	
29552	32141	29898	32543	
29187	31535	29340	31824	
30523	31444	30865	31801	
30634	30912	31001	31334	
29991	31022	30306	31327	
29585	31119	29974	31478	
29981	32052	30273	32359	
30043	31384	30441	31748	
29352	31478	29586	31717	
30065	32383	30401	32630	
30047	31782	30333	32028	
30295	30245	30493	30434	
29608	31825	29894	32099	
30552	34680	30965	34990	
30434	33501	30816	33830	
29184	33286	29514	33655	
29566	32835	29741	33011	
29828	34603	30002	34780	
30624	35109	31008	35525	
30133	33473	30366	33666	
29754	33086	29952	33250	
30285	33838	30558	34105	
29260	38313	29720	38655	
29537	45915	29944	46247	
32073	9429	32495	9814	
31897	13414	32258	13675	
32338	12849	32664	13260	
31482	17407	31830	17725	
31139	17748	31582	18211	
31626	16932	31811	17140	
31736	19009	31920	19149	
32428	17199	32731	17640	
31499	18256	31751	18620	
31306	22075	31678	22419	
32416	26088	32767	26357	
32683	27360	32830	27539	
31393	30516	31734	30881	
31182	30983	31573	31480	
31626	30972	31899	31209	
31008	31242	31165	31562	
31706	33227	31971	33497	
31623	43105	32076	43533	
31762	44939	32083	45314	
32043	44779	32237	44952	
33524	9625	34106	10120	
34090	10502	34570	10911	
32834	11824	33037	12109	
33744	16125	34110	16413	
34477	14285	34654	14671	
33355	17075	33742	17506	
32918	17508	33190	17827	
33779	18191	33950	18333	
32886	17146	33079	17405	
33996	19415	34325	19715	
34372	19736	34643	20154	
32988	22872	33164	23051	
34401	25815	34565	26006	
32835	40237	32961	40456	
33119	42473	33482	42804	
34001	42342	34398	42861	
34121	42930	34582	43400	
33548	43294	33844	43569	
34371	41329	34649	41682	
33347	42938	33641	43200	
33168	43783	33548	44151	
34216	43837	34363	44005	
34656	10320	34878	10688	
35489	10324	35817	10680	
35024	10382	35352	10780	
34734	12545	35166	12873	
35847	11249	36320	11639	
35353	13389	35771	13672	
36002	11672	36310	11963	
35482	12037	36006	12481	
35911	10950	36318	11165	
35378	12854	35715	13150	
36126	15892	36472	16372	
35611	14565	35925	14902	
34947	16012	35306	16398	
35372	13688	35795	13909	
34670	15019	35033	15448	
34713	14341	35082	14774	
34748	13683	35058	13913	
35965	16432	36373	16755	
35905	16796	36344	17240	
35954	17259	36370	17610	
